,answers.0.values,answers.1.values,answers.10.values,answers.2.values,answers.3.values,answers.4.values,answers.5.values,answers.6.values,answers.7.values,answers.8.values,createdAt,country
998,Turkey,istambul,istwmiuorum,galata,serbest,,,,,,2021-04-05 21:13:13.262000+00:00,Turkey
999,Turkey,ankara,,fenerbahçe,memuru,Bitcoin-Ethereum,%2,Binance,Paribu,Paribu,2021-04-05 06:19:04.628000+00:00,Turkey
1000,Turkey,bursa,Malesef hiçbir fikrim yok,galatasaray,öğrenci,,,,,,2021-04-06 09:35:55.954000+00:00,Turkey
1001,Turkey,bursa,,bursaspor,şoför,,,,,,2021-04-07 13:29:03.914000+00:00,Turkey
1002,Turkey,elazığ, ,fenerbahçe,ticaret,,,,,,2021-04-07 13:19:54.156000+00:00,Turkey
1003,Turkey,trabzon,Heidheie dheieevue rueeoehd eurjdjehej ejejeheje,galatasaray,babayım,,,,,,2021-04-07 13:29:53.849000+00:00,Turkey
1004,Turkey,sakarya,evet dusunuyorum,fenerbahçe,issiz,,,,,,2021-04-07 13:06:03.578000+00:00,Turkey
1005,Turkey,istanbul,Bende kazanmak istiyorum,beşiktaş,güvenlik,,,,,,2021-04-07 12:43:55.306000+00:00,Turkey
1006,Turkey,i̇stanbul,", wp",galatasaray,öğrenci,,,,,,2021-04-07 12:39:55.728000+00:00,Turkey
1007,Turkey,mersin,,galatasaray,muhasebe,,,,,,2021-04-07 12:39:49.695000+00:00,Turkey
1008,Turkey,ankara,:  : @suleorman  Bu uygulamayı 'dan öğrendim. Şahsen birçok bu tür uygulamayı 'dan öğrenip indiriyorum fakat çoğu düzgün uygulama çıkmıyor. Fakat bu uygulamanın güzel olduğuna inanarak bu uygulamayi kullanmaya başlıyorum.,galatasaray,çalışmıyorum,,,,,,2021-04-07 12:49:23.755000+00:00,Turkey
1009,Turkey,i̇zmir,Yok,galatasaray,satış danışmanı,,,,,,2021-04-07 12:14:38.009000+00:00,Turkey
1010,Turkey,kastamonu,Ksjdj,fenerbahçe,sanane,,,,,,2021-04-07 12:08:29.580000+00:00,Turkey
1011,Turkey,i̇stanbul,,galatasaray,serbest,,,,,,2021-04-07 12:07:02.862000+00:00,Turkey
1012,Turkey,kastamonu,Yoo,beşiktaş,memur,,,,,,2021-04-07 12:06:30.367000+00:00,Turkey
1013,Turkey,i̇zmir,,galatasaray,serbest,,,,,,2021-04-07 12:02:39.445000+00:00,Turkey
1014,Turkey,hatay,Facebook'ta ,fenerbahçe,şöför,,,,,,2021-04-07 12:38:40.409000+00:00,Turkey
1015,Turkey,kutahya,Yok,galatasaray,servisci,,,,,,2021-04-07 11:46:35.196000+00:00,Turkey
1016,Turkey,diyarbakır,İlerde başarılı olacağına inanıyorum ,beşiktaş,özel sektör,,,,,,2021-04-07 11:31:34.214000+00:00,Turkey
1017,Turkey,i̇stanbul, borsalardaki ön satislar reclamation yönunden cok basarili,beşiktaş,muhendis,,,,,,2021-04-07 11:27:14.803000+00:00,Turkey
1018,Turkey,i̇zmir,Twitter ,trabzon,öğrenci,,,,,,2021-04-07 12:51:33.192000+00:00,Turkey
1019,Turkey,ankara,Şuan bı bilgim onerimyok,galatasaray,bayan kuaforu,,,,,,2021-04-07 11:56:28.373000+00:00,Turkey
1020,Turkey,i̇stanbul,,beşiktaş,öğrenciyim,,,,,,2021-04-07 11:17:00.819000+00:00,Turkey
1021,Turkey,yozgat,Cok güzel bir proje fakat biraz pahalı ödeme alma. Ama mükemmel,galatasaray,öğrenci,,,,,,2021-04-07 11:11:17.563000+00:00,Turkey
1022,Turkey,bursa, ,galatasaray,bilgi islemci,,,,,,2021-04-07 11:36:05.018000+00:00,Turkey
1023,Turkey,i̇stanbul,Yok,galatasaray,ev hanımı,,,,,,2021-04-03 22:02:17.081000+00:00,Turkey
1024,Turkey,batman,WhatsApp,beşiktaş,ev kızı,,,,,,2021-04-03 20:50:51.035000+00:00,Turkey
1025,Turkey,kocaeli, / anladığım kadarıyla birilerini projeye çekmek için verilen bu ödüller yetersiz. Buradan tfb kazanıp realize etmek çok zor görünüyor. Bunun düzeltilmesi gerektiğini düşünüyorum.,fenerbahçe,satın alma uzmanı,,,,,,2021-04-03 22:15:12.922000+00:00,Turkey
1026,Turkey,çanakkale,"     Aynı zamanda projenine güvenim tam.ve yatırırımon bir kısmıda size yatırdım.kendi koyduğum uzun vade de olmanız gereken yere gelmeniz,gelmemiz.heyevanla takipteyim.",yok,dış tic,,,,,,2021-04-04 16:38:55.414000+00:00,Turkey
1027,Turkey,amasya,,fenerbahçe,asker,,,,,,2021-04-01 05:56:10.496000+00:00,Turkey
1028,Turkey,antalya,,galatasaray,doktor,,,,,,2021-04-01 05:50:22.467000+00:00,Turkey
1029,Turkey,mardin,Bilmiyom yeni kullaniciyim gorecez,fenerbahçe,memur,,,,,,2021-04-01 15:26:25.540000+00:00,Turkey
1030,Turkey,i̇stanbul,@pimapencik twitter adresi,galatasaray,mimar,,,,,,2021-04-01 08:32:12.488000+00:00,Turkey
1031,Turkey,şırnak,,beşiktaş,memur,,,,,,2021-04-01 05:42:51.796000+00:00,Turkey
1032,Turkey,konya,Başarılı ,galatasaray,esnaf,,,,,,2021-04-01 05:31:58.452000+00:00,Turkey
1033,Turkey,ankara,Katılıyorum,beşiktaş,esnaf,,,,,,2021-04-01 05:16:02.240000+00:00,Turkey
1034,Turkey,i̇stanbul,,beşiktaş,grafiker,,,,,,2021-04-01 04:58:37.889000+00:00,Turkey
1035,Turkey,mersin,Başarılı buluyorum,fenerbahçe,danışman,,,,,,2021-04-01 06:07:08.292000+00:00,Turkey
1036,Turkey,istanbul, ,beaiktas,ecz kalfasi,,,,,,2021-04-01 03:21:09.362000+00:00,Turkey
1037,Turkey,antalya,,fenerbahçe,aşcı,,,,,,2021-04-01 01:48:21.954000+00:00,Turkey
1038,Turkey,adana,gizem.yalcinymm ,galatasaray,muhasebe,,,,,,2021-04-01 06:18:26.755000+00:00,Turkey
1039,Turkey,i̇stanbul,a,beşiktaş,öğrenci,,,,,,2021-04-01 01:13:01.256000+00:00,Turkey
1040,Turkey,diyarbakır,,galatasaray,şehir plancısı,,,,,,2021-04-01 00:55:27.783000+00:00,Turkey
1041,Turkey,sakarya,Şuan yok,galatasaray,çifçi,,,,,,2021-04-01 00:46:08.331000+00:00,Turkey
1042,Turkey,i̇zmir,Yakinda,fenerbahçe,i̇şci,,,,,,2021-04-01 00:11:04.201000+00:00,Turkey
1043,Turkey,ankara,,beşiktaş,ev hanımı,,,,,,2021-04-01 00:02:03.685000+00:00,Turkey
1044,Turkey,i̇stanbul,www.twiter/Muzurboy,beşiktaş,serbest,,,,,,2021-04-01 10:19:51.483000+00:00,Turkey
1045,Turkey,bursa,su an cevaplamak istemiyorum,galatasaray,i̇sci,,,,,,2021-03-31 23:12:27.582000+00:00,Turkey
1046,Turkey,bursa,Güzel Bir buluş ,beşiktaş,kaynak,,,,,,2021-03-31 23:10:40.772000+00:00,Turkey
1047,Turkey,kahramanmaraş,,galatasaray,mühendis,,,,,,2021-03-31 23:24:01.771000+00:00,Turkey
1048,Turkey,i̇stanbul,tm.merw.,beşiktaş,öğrenci,,,,,,2021-03-31 22:58:54.185000+00:00,Turkey
1049,Turkey,sakarya,Add,trabzonspor,antrenör,,,,,,2021-03-31 22:50:20.623000+00:00,Turkey
1050,Turkey,zonguldak,Tfb projesini henüz yeni takibe alıyorum ,galatasaray,öğrenci ve esnaf,,,,,,2021-03-31 22:37:34.965000+00:00,Turkey
1051,Turkey,kocaeli, Yoluyla veya davet yontemiyle tfb kazinabilir,beşiktaş,satis personeli,,,,,,2021-03-31 22:13:05.029000+00:00,Turkey
1052,Turkey,kırıkkale, başarılar dilerim,beşiktaş,öğrenci,,,,,,2021-04-01 01:02:14.372000+00:00,Turkey
1053,Turkey,i̇stanbul,,fenerbahçe,depo,,,,,,2021-04-01 06:25:14.966000+00:00,Turkey
1054,Turkey,i̇stanbul,Evet,beşiktaş,i̇şçi,,,,,,2021-04-01 06:41:19.873000+00:00,Turkey
1055,Turkey,i̇zmir,Bu proje çerçevesinde insanların 21. Yüzyılda finansal ve teknolojik kullanım ile kazanç sağlayacağız ,fenerbahçe,öğretmen,,,,,,2021-04-01 06:43:17.623000+00:00,Turkey
1056,Turkey,i̇zmir,Daha fazla reklam,beşiktaş,tekniker,,,,,,2021-04-01 09:40:43.138000+00:00,Turkey
1057,Turkey,tekirdağ,,beşiktaş,kaptan,,,,,,2021-04-01 17:59:32.288000+00:00,Turkey
1058,Turkey,kastamonu,Güzel,galatasaray,öğrenci,,,,,,2021-04-01 09:38:38.394000+00:00,Turkey
1059,Turkey,i̇stanbul,,trabzonspor,esnaf,,,,,,2021-04-01 09:29:25.637000+00:00,Turkey
1060,Turkey,i̇stanbul,,a milli,çevre mühendisliği,,,,,,2021-04-01 09:25:08.176000+00:00,Turkey
1061,Turkey,malatya,Bilmem,galatasaray,öğrenci,,,,,,2021-04-01 09:24:03.770000+00:00,Turkey
1062,Turkey,hatay,Mükemmel,fenerbahçe,müzisyen,,,,,,2021-04-01 09:17:47.329000+00:00,Turkey
1063,Turkey,i̇stanbul,,galatasaray,pazarlama,,,,,,2021-04-01 09:12:33.173000+00:00,Turkey
1064,Turkey,rize,farklı fikirlerim yok ve sektör hakkında bilgili değilim ama uygulamaya açık ve net olan bir rehber ekleyebilirsiniz,beşiktaş,öğrenci,,,,,,2021-04-01 12:52:25.741000+00:00,Turkey
1065,Turkey,i̇stanbul,,fenerbahçe,üretim planlama,,,,,,2021-04-01 08:31:41.472000+00:00,Turkey
1066,Turkey,i̇stanbul, ,galatasaray,diş ticaret,,,,,,2021-04-01 08:30:16.783000+00:00,Turkey
1067,Turkey,hatay,.,beşiktaş,tornac8,,,,,,2021-04-01 17:45:40.391000+00:00,Turkey
1068,Turkey,antalya,Antalya bölge organizasyonlarında aktif görev alabilirim,galatasaray,ziraat mühendisi,,,,,,2021-04-01 08:21:14.181000+00:00,Turkey
1069,Turkey,istanbul,05448490028,galatasaray,özel güvenlik,,,,,,2021-04-01 08:27:14.149000+00:00,Turkey
1070,Turkey,osmaniye,,galatasaray,fizyoterapist,,,,,,2021-04-01 08:16:10.647000+00:00,Turkey
1071,Turkey,izmir,Kazanmak icin elimden geleni yaparim,fenerbahçe,öğrenci,,,,,,2021-04-01 08:18:40.782000+00:00,Turkey
1072,Turkey,diyarbakır, ,barcelona fc,müzik öğretmeni,,,,,,2021-04-01 07:55:34.100000+00:00,Turkey
1073,Turkey,van, ,barcelona fc,öğrenci,,,,,,2021-04-01 08:09:33.445000+00:00,Turkey
1074,Turkey,i̇stanbul,Şu an yeniyim daha sonra fikir beyan etmek isterim tabiki,beşiktaş,i̇nşaat,,,,,,2021-04-01 07:44:08.322000+00:00,Turkey
1075,Turkey,trabzon,Binance borsasına giriş yapmalısınız,ttabzonspor,i̇şletmeci,,,,,,2021-04-01 07:36:35.846000+00:00,Turkey
1076,Turkey,i̇stanbul,,yok,ev hanımı,,,,,,2021-04-01 07:27:41.121000+00:00,Turkey
1077,Turkey,ankara,,galatasaray,muhasebe,,,,,,2021-04-01 07:09:44.011000+00:00,Turkey
1078,Turkey,bolu, ,galatasaray,çalışmıyor,,,,,,2021-04-01 07:03:14.750000+00:00,Turkey
1079,Turkey,ankara,,fener,şöför,,,,,,2021-04-01 07:04:33.214000+00:00,Turkey
1080,Turkey,i̇stanbul, ,galatasaray,lojistik depo,,,,,,2021-04-01 06:51:39.206000+00:00,Turkey
1081,Turkey,i̇stanbul, ,trabzonspor,forklift operatörü,,,,,,2021-04-01 06:43:05.035000+00:00,Turkey
1082,Turkey,manisa,,galatasaray,memur,,,,,,2021-04-01 06:41:31.903000+00:00,Turkey
1083,Turkey,türkiye,TFB ile yeni tanıştım bir arkadaşım sayesinde. Umarım iyi yerlere gelir,fenerbahçe,öğrenci,,,,,,2021-03-31 22:06:18.687000+00:00,Turkey
1084,Turkey,malatya,En iyisini siz bilirsiniz ,galatasaray,öğrenci,,,,,,2021-04-01 09:48:58.794000+00:00,Turkey
1085,Turkey,i̇stanbul,05526442004,fenerbahçe,ev hanımı,,,,,,2021-03-31 22:08:33.291000+00:00,Turkey
1086,Turkey,gaziantep, Tfb hakkinda detaylı bir bilgiye sahip değilim ama öğrenince  yayılmasına katkı sunacağım.  Kendim de yatırım yaparak gelişmesini beklemekteyim.,fenerbahçe,memur,,,,,,2021-04-01 19:03:39.995000+00:00,Turkey
1087,Turkey,eskişehir,,beşiktaş,işçi,,,,,,2021-03-31 19:51:27.180000+00:00,Turkey
1088,Turkey,diyarbakır,İnstagram : furkan_celem,destekleğim takım yok ,berber,,,,,,2021-03-31 19:50:56.509000+00:00,Turkey
1089,Turkey,istanbuk,fikrim yok,galatasaray,ogrenci,,,,,,2021-03-31 19:41:45.862000+00:00,Turkey
1090,Turkey,eskişehir,,fenerbahçe,oparatör,,,,,,2021-03-31 19:34:14.216000+00:00,Turkey
1091,Turkey,adana,,beşiktaş,muhasebeci,,,,,,2021-03-31 19:31:26.303000+00:00,Turkey
1092,Turkey,i̇stanbul,Gelecek görüyorum,galatasaray,emniyet,,,,,,2021-04-02 13:11:31.227000+00:00,Turkey
1093,Turkey,şanlıurfa,,galatasaray,ogretmen,,,,,,2021-04-01 05:52:06.296000+00:00,Turkey
1094,Turkey,ankara,Yok,fenerbahçe,öğrenciyim,,,,,,2021-03-31 19:44:24.526000+00:00,Turkey
1095,Turkey,batman,,fenerbahçe,ev hanımı,,,,,,2021-03-31 19:13:31.136000+00:00,Turkey
1096,Turkey,antalya, arkadaşımın tavsiyesi üzerine geldim. Faydalı bir uygulama olacağını düşünüyorum. ,galatasaray,barmen,,,,,,2021-03-31 19:14:44.521000+00:00,Turkey
1097,Turkey,ankara,Yok,beşiktaş,serbest,,,,,,2021-03-31 19:26:59.097000+00:00,Turkey
1098,Turkey,i̇stanbul,,beşiktaş,aşçı,,,,,,2021-03-31 19:11:05.029000+00:00,Turkey
1099,Turkey,i̇stanbul,  Henüz bir fikrim yok ama takıma katkıda bulunma fikrini destekliyorum ,fenerbahçe,mağazacılık,,,,,,2021-03-31 22:26:57.826000+00:00,Turkey
1100,Turkey,kayseri,,galatasaray,öğrenci,,,,,,2021-03-31 19:17:55.308000+00:00,Turkey
1101,Turkey,i̇stanbul, kripto paralara ilgim var ,galatasaray,ev hanımı,,,,,,2021-03-31 19:33:41.263000+00:00,Turkey
1102,Turkey,tokat,KARAKASAHMETHASİM,beşiktaş,memur,,,,,,2021-03-31 19:43:22.700000+00:00,Turkey
1103,Turkey,i̇stanbul,Çok güzel,galatasaray,sporcu,,,,,,2021-03-31 19:30:13.900000+00:00,Turkey
1104,Turkey,konya,,galatasaray,tornacı,,,,,,2021-03-31 20:33:20.098000+00:00,Turkey
1105,Turkey,i̇stanbul,Bende kazanmak istiyorum silerim sayesinde,beşiktaş,garson,,,,,,2021-03-31 18:53:28.005000+00:00,Turkey
1106,Turkey,i̇stanbul, ,fenerbahçe,evhanımı,,,,,,2021-04-05 14:31:15.996000+00:00,Turkey
1107,Turkey,i̇stanbul,Daha yeni kullanmaya başladım henüz bi fikrim yok  ,beşiktaş,ev hanımı,,,,,,2021-03-31 18:59:43.332000+00:00,Turkey
1108,Turkey,i̇stanbul, ,fenerbahçe,e ticaret,,,,,,2021-03-31 18:53:40.042000+00:00,Turkey
1109,Turkey,batman,Mehmetcoskun1907,fenerbahçe,muhasebeci,,,,,,2021-03-31 18:56:56.974000+00:00,Turkey
1110,Turkey,kocaeli,Evet faydalı olarak dusunuyorum,fener bahçe ,muhasebe,,,,,,2021-03-31 19:16:28.624000+00:00,Turkey
1111,Turkey,i̇stanbul, ,galatasaray,i̇nsan kaynakları,,,,,,2021-04-01 08:46:26.711000+00:00,Turkey
1112,Turkey,i̇stanbul, ,galatasaray,i̇ç mimarlık ve dekorasyon,,,,,,2021-03-31 19:05:04.256000+00:00,Turkey
1113,Turkey,afyon,Hayır ,galatasaray,öğrenci,,,,,,2021-03-31 19:03:21.732000+00:00,Turkey
1114,Turkey,van,Güzel,beşiktaş,öğrenci,,,,,,2021-03-31 19:50:50.817000+00:00,Turkey
1115,Turkey,hatay,Ekibi başarılı buluyorum,galatasaray,berber,,,,,,2021-03-31 19:52:14.924000+00:00,Turkey
1116,Turkey,i̇stanbul,https://t.me/alperazak,beşiktaş,sahne teknisyeni,,,,,,2021-03-31 19:53:06.433000+00:00,Turkey
1117,Turkey,mersin, ,galatasaray,ögrenci,,,,,,2021-03-31 21:29:26.857000+00:00,Turkey
1118,Turkey,i̇stanbul,,galatasaray,ev hanımı,,,,,,2021-03-31 21:35:46.951000+00:00,Turkey
1119,Turkey,mardin,,galatasaray,öğrenci,,,,,,2021-03-31 21:14:33.590000+00:00,Turkey
1120,Turkey,i̇stanbul, ,beşiktaş,garson,,,,,,2021-03-31 21:12:26.451000+00:00,Turkey
1121,Turkey,sivas, ,besiktaş ,öğretmen,,,,,,2021-03-31 21:11:17.731000+00:00,Turkey
1122,Turkey,i̇stanbul, umarım eğitimime katkı sağlayacak kazanç elde ederim,beşiktaş,diş hekimi öğrencisi,,,,,,2021-03-31 21:06:38.778000+00:00,Turkey
1123,Turkey,batman,5455631417 ,fenerbahçe,öğretmenim,,,,,,2021-03-31 21:07:49.253000+00:00,Turkey
1124,Turkey,sivas,,sivasspor,öğretmen,,,,,,2021-03-31 21:15:00.030000+00:00,Turkey
1125,Turkey,i̇stanbul,İ haven’t any idea,galatasaray,it executive,,,,,,2021-03-31 21:00:31.599000+00:00,Turkey
1126,Turkey,mardin,,galatasary,öğrenci,,,,,,2021-04-05 16:09:23.051000+00:00,Turkey
1127,Turkey,i̇stanbul, ,fenerbahçe,ev hanımı,,,,,,2021-03-31 22:23:21.407000+00:00,Turkey
1128,Turkey,i̇zmir,,bursaspor,veteriner,,,,,,2021-03-31 20:53:13.480000+00:00,Turkey
1129,Turkey,i̇stanbul, ,galatasaray,i̇şçi,,,,,,2021-03-31 20:59:23.944000+00:00,Turkey
1130,Turkey,ankara,Yok,galatasaray,serbest,,,,,,2021-04-01 00:12:39.592000+00:00,Turkey
1131,Turkey,i̇stanbul,Umarım Türk projesi olan bu proje çok daha iyi yerlere gelir ,galatasaray,kurumsal iletişim,,,,,,2021-03-31 20:49:10.603000+00:00,Turkey
1132,Turkey,malatya,Daha sonra ,malatya spor ,ev hanımı,,,,,,2021-03-31 20:43:25.629000+00:00,Turkey
1133,Turkey,şanlıurfa,Serhatdemiralp,beşiktaş,öğrenci,,,,,,2021-03-31 20:41:46.945000+00:00,Turkey
1134,Turkey,sakarya,Projenin kripto piyasasında bulunan alıcılara daha çok tanıtılması gerektiği ve yeni guncellemeler ile ismini ön plana çıkarması gerektiğini dusunuyorum,fenerbahçe,kamu personeli,,,,,,2021-03-31 20:39:48.672000+00:00,Turkey
1135,Turkey,erzurum,,galatasaray,ev hanımı,,,,,,2021-03-31 20:36:13.636000+00:00,Turkey
1136,Turkey,van,Yuu,galatasaray,serbest,,,,,,2021-04-01 18:40:43.589000+00:00,Turkey
1137,Turkey,muş,10 dk geçsin ,fenerbahçe,öğenci,,,,,,2021-03-31 20:31:30.951000+00:00,Turkey
1138,Turkey,ankara,Güzel,galatasaray,i̇şçi,,,,,,2021-03-31 20:35:36.589000+00:00,Turkey
1139,Turkey,ankara,,beşiktaş,i̇şletmeci,,,,,,2021-03-31 20:28:24.254000+00:00,Turkey
1140,Turkey,diyarbakır,Yok,beşiktaş,ev hanımı,,,,,,2021-03-31 20:13:54.698000+00:00,Turkey
1141,Turkey,istanbul, ,fenerbahçe,depocu,,,,,,2021-03-31 20:57:43.494000+00:00,Turkey
1142,Turkey,mardin,,galatasaray,öğrenci,,,,,,2021-04-03 16:56:52.953000+00:00,Turkey
1143,Turkey,kahramanmaraş,Vatsap,fenerbahçe,öğrenci,,,,,,2021-03-31 19:58:38.524000+00:00,Turkey
1144,Turkey,yalova, uygulamayi yeni gordum biraz bakip dogruluk payina inabdigim zaman ort 700 800 video basi izlenmesi olan Youtube sayfamda paylasacagim,galatasaray,kalıp,,,,,,2021-03-31 21:55:49.698000+00:00,Turkey
1145,Turkey,i̇stanbul,Hayır yok,galatasaray,öğrenci,,,,,,2021-03-31 19:36:59.272000+00:00,Turkey
1146,Turkey,i̇stanbul,Çok güzel herşey ,galatasaray,satış danışmanı,,,,,,2021-04-01 09:41:23.014000+00:00,Turkey
1147,Turkey,kayseri,,fenerbahçe,işçiyim,,,,,,2021-04-01 10:03:53.685000+00:00,Turkey
1148,Turkey,denizli,Şu anda yok,beşiktaş,berber,,,,,,2021-04-01 17:03:16.841000+00:00,Turkey
1149,Turkey,i̇stanbul,,beşiktaş,kalite,,,,,,2021-04-01 17:00:37.231000+00:00,Turkey
1150,Turkey,bartın,05318950090,beşiktaş,biyolog,,,,,,2021-04-01 16:59:01.309000+00:00,Turkey
1151,Turkey,istanbul,Yok,fenerbahçe,koruma,,,,,,2021-04-01 16:55:49.304000+00:00,Turkey
1152,Turkey,ankara,Bilgim yok,ankaragücü,emekli,,,,,,2021-04-01 16:49:56.572000+00:00,Turkey
1153,Turkey,eskişehir,selamisakarya026,galatasaray,emekli,,,,,,2021-04-01 17:52:27.542000+00:00,Turkey
1154,Turkey,i̇stanbul,Henüz yok,yok,ev hanımı,,,,,,2021-04-01 16:47:07.189000+00:00,Turkey
1155,Turkey,i̇stanbul,,fenerbahçe,şoför,,,,,,2021-04-01 16:14:35.002000+00:00,Turkey
1156,Turkey,i̇stanbul,.,galatasaray,mühendis,,,,,,2021-04-01 16:12:03.475000+00:00,Turkey
1157,Turkey,i̇stanbul,uguraliakyoll,galatasaray,mühendis,,,,,,2021-04-01 16:10:41.531000+00:00,Turkey
1158,Turkey,kocaeli,Güzel proje,galatasaray,i̇şci,,,,,,2021-04-01 16:13:22.662000+00:00,Turkey
1159,Turkey,ordu,,trabzon,esnaf,,,,,,2021-04-01 16:01:46.292000+00:00,Turkey
1160,Turkey,mardin,,beşiktaş,muhasebe,,,,,,2021-04-01 17:17:38.039000+00:00,Turkey
1161,Turkey,i̇stanbul,,galatasaray,e ticaret uzmanı,,,,,,2021-04-01 16:01:09.638000+00:00,Turkey
1162,Turkey,i̇stanbul,,trabzonspor,i̇şsiz,,,,,,2021-04-02 10:47:25.397000+00:00,Turkey
1163,Turkey,ankara,Bileğim yok,fenerbahçe,i̇şssiz,,,,,,2021-04-01 15:55:15.686000+00:00,Turkey
1164,Turkey,"ordu,ünye", ,fenerbahçe,öğrenci,,,,,,2021-04-01 15:58:04.387000+00:00,Turkey
1165,Turkey,konya,,yok,öğrenci,,,,,,2021-04-01 15:52:52.711000+00:00,Turkey
1166,Turkey,kocaeli,TGB projesi hakkında henüz fazla bilgim yok  deneyimlerimi arkadaşlar ile paylaşıp katılmalarını sağlarım,galatasaray,tekniker,,,,,,2021-04-01 15:54:30.574000+00:00,Turkey
1167,Turkey,tokat, çok fazla tfb uygulamasını yayarak geniş kitlelere ulaşmak,fenerbahçe,öğrenci,,,,,,2021-04-01 15:50:39.504000+00:00,Turkey
1168,Turkey,antalya, ,galatasaray,soğutmacı,,,,,,2021-04-01 15:46:11.777000+00:00,Turkey
1169,Turkey,i̇stanbul,Yok,galatasaray,pazarlama,,,,,,2021-04-01 15:41:00.790000+00:00,Turkey
1170,Turkey,denizli,Sosyal platformlarda reklam  (atanok24. ),fenerbahçe,çeyiz,,,,,,2021-04-01 15:42:29.050000+00:00,Turkey
1171,Turkey,yalova,Yoktur,fenerbahçe,fulbolcu,,,,,,2021-04-01 15:40:58.238000+00:00,Turkey
1172,Turkey,ankara, sadece yatırımcı olarak yer almak istiyorum,fenerbahçe,harita mühendisi,,,,,,2021-04-01 15:30:36.196000+00:00,Turkey
1173,Turkey,hakkari,,galatasaray,serbest meslek,,,,,,2021-04-04 06:38:53.541000+00:00,Turkey
1174,Turkey,i̇stanbul,vlog yazardırarak projeyi geliştirebiliriz. ,fenerbahçe,öğrenci,,,,,,2021-04-01 16:02:10.254000+00:00,Turkey
1175,Turkey,istanbul, ,galatasaray,elekrik muhendisi,,,,,,2021-04-02 19:44:52.224000+00:00,Turkey
1176,Turkey,i̇stanbul,İyi Bi uygulamaya benziyor henüz bir fikrim yok ,galatasaray,öğrenci,,,,,,2021-04-01 17:24:31.934000+00:00,Turkey
1177,Turkey,niğde,Teşekkürler ,fenerbahçe,serbest  meslek,,,,,,2021-04-01 17:25:52.034000+00:00,Turkey
1178,Turkey,manisa,Yok,fenerbahçe,memur,,,,,,2021-04-01 19:27:41.912000+00:00,Turkey
1179,Turkey,artvin,,beşiktaş,sofor,,,,,,2021-04-01 19:01:48.826000+00:00,Turkey
1180,Turkey,i̇stanbul,,fenerbahçe,lojistik uzmani,,,,,,2021-04-01 18:54:16.421000+00:00,Turkey
1181,Turkey,ankara, mailimden ban ulaşabilirsiniz uygulamanın yararlı olduğunu düşünüyorum ,galatasaray,öğrenci,,,,,,2021-04-01 18:53:27.545000+00:00,Turkey
1182,Turkey,artvin, ,galatasaray,vet,,,,,,2021-04-01 18:48:16.694000+00:00,Turkey
1183,Turkey,kayseri,@esmekat,beşiktaş,öğrenci,,,,,,2021-04-01 18:44:18.519000+00:00,Turkey
1184,Turkey,rize,,beşiktaş,zabıta,,,,,,2021-04-01 18:39:30.216000+00:00,Turkey
1185,Turkey,kocaeli," , ,whatsapp ",fenerbahçe,özel güvenlik,,,,,,2021-04-01 18:36:57.019000+00:00,Turkey
1186,Turkey,ankara,.,galatasaray,yok,,,,,,2021-04-01 18:42:45.636000+00:00,Turkey
1187,Turkey,gaziantep,evet,fenerbahçe,anne,,,,,,2021-04-01 18:19:59.191000+00:00,Turkey
1188,Turkey,trabzon,,trabzonspor,öğretmen,,,,,,2021-04-01 18:19:44.383000+00:00,Turkey
1189,Turkey,şırnak,Arkadaşlarım önerdi ve memnunlar,galatasaray,şöför,,,,,,2021-04-01 18:11:05.526000+00:00,Turkey
1190,Turkey,sakarya, ,takım tutmuyorum,öğrenci,,,,,,2021-04-02 19:13:43.839000+00:00,Turkey
1191,Turkey,gaziantep,@,galatasaray,öğrenci,,,,,,2021-04-01 18:10:24.712000+00:00,Turkey
1192,Turkey,i̇stanbul,,galatasaray,mühendis,,,,,,2021-04-01 18:09:21.128000+00:00,Turkey
1193,Turkey,şırnak,Güzel,galatasaray,öğrenci,,,,,,2021-04-01 18:09:51.256000+00:00,Turkey
1194,Turkey,erzurum, ,galatasaray,memur,,,,,,2021-04-01 18:00:27.591000+00:00,Turkey
1195,Turkey,bkk,,paintbal,ofice,,,,,,2021-04-01 17:59:32.272000+00:00,Turkey
1196,Turkey,i̇stanbul,,fenerbahçe,satınalma,,,,,,2021-04-01 17:53:19.392000+00:00,Turkey
1197,Turkey,antalya, ,galatasaray,gazeteci,,,,,,2021-04-01 17:54:38.022000+00:00,Turkey
1198,Turkey,i̇stanbul,,fenerbahçe,öğrenci,,,,,,2021-04-01 17:40:34.179000+00:00,Turkey
1199,Turkey,i̇stanbul,"Henüz çok bilgim yok, keşif aşamasındayım  ",galatasaray,reklamcı,,,,,,2021-04-01 17:36:50.817000+00:00,Turkey
1200,Turkey,eskişehir,,beşiktaş,i̇şçi,,,,,,2021-04-01 17:48:38.852000+00:00,Turkey
1201,Turkey,i̇stanbul,,fenerbahçe,şoför,,,,,,2021-04-01 17:34:24.518000+00:00,Turkey
1202,Turkey,hatay,,fenerbahçe,öğrenci,,,,,,2021-04-01 17:39:04.502000+00:00,Turkey
1203,Turkey,konya, ,beşiktaş,tüccar,,,,,,2021-04-01 17:27:14.233000+00:00,Turkey
1204,Turkey,ankara,,galatasaray,devlet memuru,,,,,,2021-04-01 17:32:55.274000+00:00,Turkey
